Time_x,Time Code_x,Country Name_x,Country Code_x,GDP (current US$) [NY.GDP.MKTP.CD],Country,Time_y,Time Code_y,Country Name_y,Country Code_y,Total final energy consumption (TFEC) ,Renewable energy consumption,Total Renewable Energy Percentage
2015,YR2015,South Sudan,SSD,11997800760.2242,south sudan,2015,YR2015,South Sudan,SSD,17653.6422,6898.052,39%
2015,YR2015,Spain,ESP,1196156971279.69,spain,2015,YR2015,Spain,ESP,3159454.362,513540.8,16%
2015,YR2015,Sri Lanka,LKA,85140955388.8509,sri lanka,2015,YR2015,Sri Lanka,LKA,414835.5546,219348.0,53%
2015,YR2015,St. Kitts and Nevis,KNA,957222222.222222,st. kitts and nevis,2015,YR2015,St. Kitts and Nevis,KNA,1855.6128,30.47271,2%
2015,YR2015,St. Lucia,LCA,1807640740.74074,st. lucia,2015,YR2015,St. Lucia,LCA,3812.98052,81.31652,2%
2015,YR2015,St. Martin (French part),MAF,..,st. martin (french part),2015,YR2015,St. Martin (French part),MAF,0.0,0.0,#DIV/0!
2015,YR2015,St. Vincent and the Grenadines,VCT,786555555.555555,st. vincent and the grenadines,2015,YR2015,St. Vincent and the Grenadines,VCT,2427.773,140.9913,6%
2015,YR2015,Sudan,SDN,51726758676.7677,sudan,2015,YR2015,Sudan,SDN,436080.0059,268611.1,62%
2015,YR2015,Suriname,SUR,5126237646.22072,suriname,2015,YR2015,Suriname,SUR,25154.67121,6266.811,25%
2015,YR2015,Sweden,SWE,505103781349.757,sweden,2015,YR2015,Sweden,SWE,1276695.536,679811.9,53%
2015,YR2015,Switzerland,CHE,694118186379.628,switzerland,2015,YR2015,Switzerland,CHE,772440.4003,195365.5,25%
2015,YR2015,Syrian Arab Republic,SYR,16466863097.2125,syrian arab republic,2015,YR2015,Syrian Arab Republic,SYR,249253.9786,1299.0,1%
2015,YR2015,Tajikistan,TJK,8271431485.07484,tajikistan,2015,YR2015,Tajikistan,TJK,98813.96471,44129.53,45%
2015,YR2015,Tanzania,TZA,47413919817.124,tanzania,2015,YR2015,Tanzania,TZA,938634.1703,804531.9,86%
2015,YR2015,Thailand,THA,401296238228.084,thailand,2015,YR2015,Thailand,THA,3157978.766,722010.9,23%
2015,YR2015,Timor-Leste,TLS,1595205100,timor-leste,2015,YR2015,Timor-Leste,TLS,4862.325,886.095,18%
2015,YR2015,Togo,TGO,5755461035.44333,togo,2015,YR2015,Togo,TGO,92564.45395,65965.75,71%
2015,YR2015,Tonga,TON,437003078.563584,tonga,2015,YR2015,Tonga,TON,1264.108525,23.7621,2%
2015,YR2015,Trinidad and Tobago,TTO,27026080986.578,trinidad and tobago,2015,YR2015,Trinidad and Tobago,TTO,171888.0692,488.5158,0%
2015,YR2015,Tunisia,TUN,45779494041.9295,tunisia,2015,YR2015,Tunisia,TUN,318320.6874,39988.56,13%
2015,YR2015,Turkmenistan,TKM,35799714285.7143,turkmenistan,2015,YR2015,Turkmenistan,TKM,753232.8691,307.981,0%
2015,YR2015,Turks and Caicos Islands,TCA,942070000,turks and caicos islands,2015,YR2015,Turks and Caicos Islands,TCA,1185.422585,6.782585,1%
2015,YR2015,Tuvalu,TUV,36811936.0824587,tuvalu,2015,YR2015,Tuvalu,TUV,88.266,0.0,0%
2015,YR2015,Uganda,UGA,32387183730.1002,uganda,2015,YR2015,Uganda,UGA,528879.2358,471009.0,89%
2015,YR2015,Ukraine,UKR,91030967789.0717,ukraine,2015,YR2015,Ukraine,UKR,1989251.047,82440.89,4%
2015,YR2015,United Arab Emirates,ARE,370275469571.137,united arab emirates,2015,YR2015,United Arab Emirates,ARE,2093160.892,2869.892,0%
2015,YR2015,United Kingdom,GBR,2927911140916.73,united kingdom,2015,YR2015,United Kingdom,GBR,4926228.068,429157.5,9%
2015,YR2015,United States,USA,18295019000000,united states,2015,YR2015,United States,USA,58483061.91,5097931.0,9%
2015,YR2015,Uruguay,URY,57680327998.6689,uruguay,2015,YR2015,Uruguay,URY,184450.9394,107022.2,58%
2015,YR2015,Uzbekistan,UZB,86196264755.3105,uzbekistan,2015,YR2015,Uzbekistan,UZB,1169202.042,34727.39,3%
2015,YR2015,Vanuatu,VUT,730870802.967051,vanuatu,2015,YR2015,Vanuatu,VUT,2418.6033,873.3834,36%
2015,YR2015,"Venezuela, RB",VEN,..,"venezuela, rb",2015,YR2015,"Venezuela, RB",VEN,1522150.873,195468.2,13%
2015,YR2015,Virgin Islands (U.S.),VIR,3663000000,virgin islands (u.s.),2015,YR2015,Virgin Islands (U.S.),VIR,2359.8,91.50184,4%
2015,YR2015,West Bank and Gaza,PSE,13972400000,west bank and gaza,2015,YR2015,West Bank and Gaza,PSE,63990.57,6701.55,10%
2015,YR2015,"Yemen, Rep.",YEM,42444490073.8555,"yemen, rep.",2015,YR2015,"Yemen, Rep.",YEM,106887.3293,2433.201,2%
2015,YR2015,Zambia,ZMB,21251216798.7762,zambia,2015,YR2015,Zambia,ZMB,342874.6366,301679.8,88%
2015,YR2015,Zimbabwe,ZWE,19963120600,zimbabwe,2015,YR2015,Zimbabwe,ZWE,396615.2709,324422.6,82%
